Fiscal Year,Service (Cabinet),Department,Program #,Program,Expense Type,ACCT #,Expense Category (Account),Fund,Amount
2015,Streets,Central Fleet Management,321100,Fleet Services,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$160886.00
2015,Streets,Central Fleet Management,321100,Fleet Services,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$3197.00
2015,Streets,Central Fleet Management,321100,Fleet Services,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$51749.00
2015,Streets,Central Fleet Management,321100,Fleet Services,Current Charges & Obligations,54900,Current Charges,General Fund,$48164.00
2015,Streets,Central Fleet Management,321100,Fleet Services,Equipment,55400,Lease Purchase,General Fund,$288150.00
2015,Streets,Central Fleet Management,321100,Fleet Services,Equipment,55900,Misc Equipment,General Fund,$17845.00
2015,Streets,Snow Removal,331100,Removal of Snow,Contractual Services,52100,Communications,General Fund,$276770.00
2015,Streets,Snow Removal,331100,Removal of Snow,Contractual Services,52400,Snow Removal,General Fund,$36528760.00
2015,Streets,Snow Removal,331100,Removal of Snow,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1339747.00
2015,Streets,Snow Removal,331100,Removal of Snow,Contractual Services,52900,Contracted Services,General Fund,$112114.00
2015,Streets,Snow Removal,331100,Removal of Snow,Equipment,55400,Lease Purchase,General Fund,$195643.00
2015,Streets,Snow Removal,331100,Removal of Snow,Equipment,55900,Misc Equipment,General Fund,$0.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Personnel Services,51000,Permanent Employees,General Fund,$234078.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Personnel Services,51700,Workers' Compensation,General Fund,$30407.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Contractual Services,52100,Communications,General Fund,$3056.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$3240.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Contractual Services,52900,Contracted Services,General Fund,$74770.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Supplies & Materials,53200,Food Supplies,General Fund,$0.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$8957.00
2015,Non-Mayoral Departments,City Council,112100,Administration,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$8237.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Personnel Services,51000,Permanent Employees,General Fund,$3992354.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Personnel Services,51600,Unemployment Compensation,General Fund,$85882.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Contractual Services,52100,Communications,General Fund,$0.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$525.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Contractual Services,52900,Contracted Services,General Fund,$56136.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Supplies & Materials,53200,Food Supplies,General Fund,$3789.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$19566.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Current Charges & Obligations,54900,Current Charges,General Fund,$4850.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Equipment,55600,Office Furniture & Equipment,General Fund,$10585.00
2015,Non-Mayoral Departments,City Council,112200,City Councilors,Equipment,55900,Misc Equipment,General Fund,$3067.00
2015,Non-Mayoral Departments,City Council,112300,Legislative Financial Support,Personnel Services,51000,Permanent Employees,General Fund,$480388.00
2015,Non-Mayoral Departments,City Council,112300,Legislative Financial Support,Personnel Services,51100,Emergency Employees,General Fund,$17938.00
2015,Non-Mayoral Departments,City Council,112300,Legislative Financial Support,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$0.00
2015,Non-Mayoral Departments,City Council,112300,Legislative Financial Support,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$571.00
2015,Non-Mayoral Departments,City Council,112300,Legislative Financial Support,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$0.00
2015,Non-Mayoral Departments,City Council,112300,Legislative Financial Support,Current Charges & Obligations,54900,Current Charges,General Fund,$4012.00
2015,Non-Mayoral Departments,City Council,112300,Legislative Financial Support,Equipment,55900,Misc Equipment,General Fund,$18868.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Personnel Services,51000,Permanent Employees,General Fund,$322594.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Personnel Services,51200,Overtime,General Fund,$152.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Personnel Services,51600,Unemployment Compensation,General Fund,$15266.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Contractual Services,52100,Communications,General Fund,$3317.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$2434.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Contractual Services,52800,Transportation of Persons,General Fund,$538.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Contractual Services,52900,Contracted Services,General Fund,$7594.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$5259.00
2015,Non-Mayoral Departments,City Clerk,161100,Legislative Support,Current Charges & Obligations,54900,Current Charges,General Fund,$3165.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Personnel Services,51000,Permanent Employees,General Fund,$374545.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Personnel Services,51200,Overtime,General Fund,$16177.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Contractual Services,52100,Communications,General Fund,$0.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$612.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Contractual Services,52800,Transportation of Persons,General Fund,$1012.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Contractual Services,52900,Contracted Services,General Fund,$608.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$5642.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Current Charges & Obligations,54900,Current Charges,General Fund,$445.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Equipment,55600,Office Furniture & Equipment,General Fund,$450.00
2015,Non-Mayoral Departments,City Clerk,161200,Document Filing,Equipment,55900,Misc Equipment,General Fund,$0.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Personnel Services,51000,Permanent Employees,General Fund,$295369.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Contractual Services,52100,Communications,General Fund,$0.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$180.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Contractual Services,52800,Transportation of Persons,General Fund,$1864.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Contractual Services,52900,Contracted Services,General Fund,$8340.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Supplies & Materials,53200,Food Supplies,General Fund,$56.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$3366.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Current Charges & Obligations,54900,Current Charges,General Fund,$1865.00
2015,Non-Mayoral Departments,City Clerk,161300,Archives,Equipment,55900,Misc Equipment,General Fund,$2855.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Personnel Services,51000,Permanent Employees,General Fund,$230906.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Contractual Services,52100,Communications,General Fund,$1208.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$0.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Contractual Services,52800,Transportation of Persons,General Fund,$175.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Contractual Services,52900,Contracted Services,General Fund,$0.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$172.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Current Charges & Obligations,54900,Current Charges,General Fund,$77.00
2015,Non-Mayoral Departments,Finance Commission,193100,Finance Commission Program,Equipment,55900,Misc Equipment,General Fund,$936.00
2015,Fixed Cost,Pensions,Pensions,Pensions,Special Appropriations,56200,Special Appropriations,General Fund,$169624584.00
2015,Fixed Cost,Debt Service,Debt Service,Debt Service,Special Appropriations,56200,Special Appropriations,General Fund,$148006831.00
2015,Fixed Cost,Charter School Tuition,Charter School Tuition,Charter School Tuition,Special Appropriations,56200,Special Appropriations,General Fund,$125810274.00
2015,Fixed Cost,MBTA,MBTA,MBTA,Special Appropriations,56200,Special Appropriations,General Fund,$81269504.00
2015,Fixed Cost,Other State Assessments,Other State Assessments,Other State Assessments,Special Appropriations,56200,Special Appropriations,General Fund,$4583391.00
2015,Fixed Cost,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Special Appropriations,56200,Special Appropriations,General Fund,$3874532.00
2015,Fixed Cost,Reserve,Reserve,Reserve,Special Appropriations,56200,Special Appropriations,General Fund,$915357.00
2015,Other,Other,100015,Annual Audit Costs,Special Appropriations,56200,Special Appropriations,General Fund,$631597.00
2015,Other,Other,100016,Tax Title,Special Appropriations,56200,Special Appropriations,General Fund,$0.00
2015,Other,Other,158100,Risk Retention Reserve,Special Appropriations,56200,Special Appropriations,General Fund,$6000000.00
2015,Other,Other,159100,Housing Trust Fund,Special Appropriations,56200,Special Appropriations,General Fund,$302541.00
2015,Other,Other,160100,OPEB,Special Appropriations,56200,Special Appropriations,General Fund,$40000000.00
2015,Other,Other,999100,Reserve for Collective Bargaining,Personnel Services,51000,Permanent Employees,General Fund,$10793059.00
2016,Mayors Cabinet,Mayor's Office,111100,Administration,Personnel Services,51000,Permanent Employees,General Fund,$856123.00
2016,Mayors Cabinet,Mayor's Office,111100,Administration,Personnel Services,51100,Emergency Employees,General Fund,$21900.00
2016,Mayors Cabinet,Mayor's Office,111100,Administration,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2016,Mayors Cabinet,Mayor's Office,111100,Administration,Contractual Services,52100,Communications,General Fund,$49000.00
